key,no,question_key,subject,answer,rater_1,rater_2,rater_3,rater_4,rater_5
std-uas-1762,42,uas-9,uas,"Big Data has five criteria, namely: 1. Volume, big data is a system that has a very large volume size. This data will always increase every day and its capacity will also exceed the capacity of ordinary servers. With big data technology, various data can be stored and used with the help of distributed systems. Data can be stored in different places, then connected to the network and combined through applications. 2. Velocity, refers to the speed of data transfer and compilation. Big data technology processes and analyzes data when the data is being used. Thus, the data does not have to be placed in the database. Because data is processed quickly velocity, the resulting data is actual and renewable. 3. Variety, big data has various and non-homogeneous characteristics, and has many variables. Big data is also very diverse where the existing data includes various types of data, both structured data and data that is not organized in a database 4. Veracity, refers to the chaos or trust of the data. Big Data and technology analysis now allow us to work with types of data. Volume often makes up for the lack of quality or accuracy. 5. Value, value is very important in determining the sustainability of decision making, for example in the business world. For that big data provides a search engine that has SEO or search engine optimization to provide recommendations for the search process. SEO can also be applied to make the right decisions for your business.",5,5,5,5,5
std-uas-1763,43,uas-9,uas,"The size of the data is very large, both structured, unstructured, and semi-structured data. Because it has a large size, it is difficult to handle big data using ordinary traditional devices. The data is distributed. Its use requires a special understanding. Big data is data that grows very quickly. 5V Volume, is a collection of data sets in very large, complex, and unstructured amounts. Velocity, exponential and rapid growth Variety, variation of data loads. Example of specific code in data Veracity, is the quality of the content of the data Value, big data has a high value",5,5,5,5,5
std-uas-1764,44,uas-9,uas,"Big data is generated at both external and enterprise levels. Big Data systems deal with structured, semi-structured and unstructured data. But big data is generated more frequently especially per second. Big data sources are distributed and managed in a distributed form. The volume ranges from Petabytes to Zettabytes or Exabytes.",5,3,4,5,4
std-uas-1765,45,uas-9,uas,"1. Volume means that data can be categorized as big data if it has a large size or is possible to grow very quickly so that it requires a very large disk space. 2. Variety means that data can be called big data if it has various characteristics and is not homogeneous, but has many variables and is very diverse including various types of data, both data that has been structured in a database and data that is not organized in a database. 3. Velocity means that big data has characteristics that change very quickly both in terms of variables and data types. 4. Veracity means that big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. 5. Value means that big data has a very high value if processed in the right way.",5,5,5,5,5
std-uas-1766,46,uas-9,uas,"Data can be called big data if it meets the 5V 1. VARIETY: Variation of the form of data collected, namely structured, unstructured, and semi-structured. 2. VELOCITY: The speed at which data is created in real-time. 3. VOLUME: Big data is a collection of data with a very large volume. 4. VERACITY: The quality or credibility of the data collected. 5. VALUE: The data collected must be data that can provide added value to the business.",5,5,5,5,5
std-uas-1767,47,uas-9,uas,"5 V 1. Variety Variation: structured, unstructured or semi-structured data variations can be in the form of video, email, photos, etc. 2. Velocity Speed: the speed of generating data whether generated by machines or humans 3. Volume Volume: the volume of very large big data 4. Veracity Quality: the quality of data accuracy 5. Value Value: the value of the data",5,5,5,5,5
std-uas-1768,48,uas-9,uas,"Variation: refers to structured and unstructured data, namely many formats such as audio video from social media or email Velocity: the speed of accessing the data is fast and the data is obtained in real-time Volume: Large or large volume data Veracity: requires depth of analysis in analyzing big data because the data is vulnerable in terms of validity Value: Big data will have high value if processed correctly so that it can be useful for taking steps based on the data",5,5,5,5,5
std-uas-1769,49,uas-9,uas,"The criteria for data to be called big data include: 1. Volume Data size: The quantity of data volume generated and stored. Data size determines the value and potential for insight, and whether it can be considered big data or not. 2. Velocity Data speed: The speed of data movement and data compilation. Big data is able to process and analyze data while it is being used without having to be placed in a database. 3. Variety Data type: Variety refers to storing various files such as JPEG, MKV, AVI, DOCX, APK, ISO, and so on in one place. If arranged into a database, it will produce an unstructured database so that access to the file will be slow. With big data, we can group all types of data into a more structured database. 4. Varicity Data truth: Varicity concerns the validity of data and whether it can be trusted or not. With the many forms of data, the truth about information becomes less controlled. Big data with analysis technology helps us to be able to work with the data through the results of the analysis, because the greater the volume of data, the less accurate the data will be. 5. Value Data value: Value refers to the value of a data. The value of a data determines the decision we make after processing all the data. Without knowing the value of a data, we will have difficulty or even make mistakes in taking the next step.",5,5,5,5,5
std-uas-1770,50,uas-9,uas,Variety - if it has various and non-homogeneous data characteristics Velocity - has characteristics that change very quickly or from variables and data types Volume - has a large size or is possible to grow very quickly so that it requires a very large disk space. Veracity - has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions Value - has a very high value if processed in an appropriate manner.,5,5,5,5,5
std-uas-1771,51,uas-9,uas,"5 five criteria of data called big data: 1. volume is called big data if the size of the data volume has a large size or is likely to grow very quickly so that it requires a large storage space. 2. variety is called big data if the data consists of various types of non-homogeneous data, both structured and unstructured, collected from various sources. 3. velocity is called big data if the data has characteristics that change very quickly both in terms of variables and data types. 4. veracity big data has vulnerabilities in terms of accuracy and validity so that depth is needed to analyze big data in order to produce the right decisions. 5. value big data has a very high value if processed in the right way.",5,5,5,5,5
std-uas-1772,52,uas-9,uas,"1. Volume, very large data, the data can be generated every day from various sources such as social media platforms, business processes, machines, networks, human interactions, etc. 2. Variation, the form of data can be diverse, referring to structured, unstructured, and semi-structured data collected from various sources. Data can be obtained in various forms such as email, PDF, photos, videos, audio, and others. Variation is one of the important characteristics of Big Data. 3. Velocity, data can be accessed at a very fast speed so that it can be used immediately at that time in real time. Data growth is very fast so that data increases in very large numbers in a relatively short period of time. 4. Veracity, Big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. The character of veracity refers to how accurate and reliable the data is. 5. Value, big data has a very high value if it is processed in an appropriate way or it can also be said how valuable or meaningful the data is.",5,5,5,5,5
std-uas-1773,53,uas-9,uas,"-volume only from Facebook has sent 10 billion messages and uploaded around 350 million new photos every day. This has been going on for more than 10 years. That's just from Facebook, please imagine all the videos, photos, emails, or even chats on each of our social networking accounts. This certainly requires a very large space that cannot be done by ordinary computers. With big data technology, we can now store and use data sets with the help of distributed systems. Data can be stored in different places, then connected to the network and combined through applications. -velocity Velocity Speed ​​refers to the speed of data transfer and data compilation. Imagine the speed of credit card validation when we make a transaction, or when we open Youtube and play several videos simultaneously, and the speed when we check our cellular credit. Big data technology is able to process and analyze data while it is being used without having to be placed in a database -variety of cloud storage such as Google Drive and Dropbox You can upload any file such as JPEG, MKV, AVI, DOCX, APK, ISO, and so on in one place. In addition, there is still a need for access speed such as chatting, video calls, sound recorders that have various types of data. If arranged into a database, it will produce an unstructured database so that access to the file will be slow. With database technology, we can now group all types of data into a more structured database. -varicity Concerning the validity of data whether it can be trusted or not. With the many forms of data, the truth about information becomes less controlled, such as the example of a faculty's academic system where gender is divided into L male and P female while in the academic system of other faculties using P male and W female. Big data with analysis technology helps us to be able to work with the data through the results of the analysis, because the larger the volume of data, the less accurate the data will be. -value The value of data determines the decisions we make after processing all the data. In the business world, it is very important to know the value of data. Without knowing the value of data, we will have difficulty or even be wrong in taking the next step. Utilizing the right data value will make business more efficient",5,5,5,5,5
std-uas-1774,54,uas-9,uas,"Variety, refers to structured, unstructured, and semi-structured data collected from various sources. Velocity, refers to the speed at which data is created in real-time. Volume, big data has a very large volume. Value, has a very large value. Veracity, has true validity and can be accounted for and can produce the right decisions.",5,5,5,5,5
std-uas-1775,55,uas-9,uas,"1. Value is the function or usefulness of data. Big data has a very high value if processed properly. 2. Veracity honesty is the vulnerability of the accuracy and validity of big data so that it requires depth to analyze big data in order to produce the right decision. 3. Volume, namely the large size of data, this problem often arises along with the amount of data stored, such as transactions, logs, user behavior data, etc. 4. Variety Variety is the number of variations of data from the data stored. 5. Velocity Velocity is how fast the data wants to be processed.",5,5,5,5,5
std-uas-1776,56,uas-9,uas,Big data has the following characteristics: - various data variations - very high data change speed - very large data size - requires special treatment to read data or manipulate data - usually unstructured or semi-structured data,5,3,5,5,5
std-uas-1777,57,uas-9,uas,"5 criteria for big data: Velocity refers to the speed of data transfer and data compilation. Variety: data is said to be big data if it has various characteristics. Volume: data is said to be big data if it has a large size or grows quickly. Varicity: refers to the validity of data, meaning whether the data can be trusted or not, big data has a very high value. Value: the value of data determines the decisions we make after processing all the data.",5,5,5,5,5
std-uas-1778,58,uas-9,uas,"Velocity: related to the speed of data being processed in real-time Variety: consists of various types of data, such as video, images, sound, etc. Volume: large data size Veracity: data has a vulnerability to its validity so that analysis is needed to ensure data validity Value: data has a high value if processed in the right way",5,5,5,5,5
std-uas-1779,59,uas-9,uas,"1. Big data variation refers to structured, unstructured, and semi-structured data collected from various sources. 2. Velocity Big data has the characteristic of changing very quickly both in terms of variables and data types. 3. Big data volume shows the very large volume of data generated every day from various sources such as social media platforms, business processes, machines, networks, human interactions, etc. 4. Veracity Big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. 5. Value means that big data has a very high value if processed in an appropriate manner.",5,5,5,5,5
std-uas-1780,60,uas-9,uas,"The criteria for big data are that the data is large in size, the data structure is unstructured or semi-structured, it is difficult to process, it requires special tools to process it, and it requires high tool specifications.",5,2,4,5,4
std-uas-1781,61,uas-9,uas,"The criteria for data to be called big data have the following characteristics: 1. Variation: refers to heterogeneous data sources, both structured, semi-structured, and unstructured data. Data can be in the form of spreadsheets and databases but is now developing in various forms such as email, PDF, photos, videos, etc. 2. Volume: big data produces very large data from various sources such as social media, human interactions, etc. which are generated every day. This very large data can be stored in a data warehouse 3. Velocity: refers to the speed at which data is created in real time. The incoming data flow moves at different speeds 4. Value: more data has a very high value if processed properly 5. Veracity: depth is needed in analyzing big data because big data has vulnerabilities in terms of accuracy and validity",5,5,5,5,5
std-uas-1782,62,uas-9,uas,"Big data has 5 criteria, namely: -Volume: refers to the amount of big data generated every second, a collection of data in large quantities and volumes and unstructured -Velocity: Data can be accessed at a very fast speed so that it can be used immediately at that very second. -Variety: Data can be called Big Data if the data has non-homogeneous or diverse characteristics and has many variables and is very diverse including various types of data, both structured and unorganized data in a database -Veracity: Vulnerability in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions -Value: Big data has a very high value if processed in the right way.",5,5,5,5,5
std-uas-1783,63,uas-9,uas,Big data can be explained with 5V: 1. Velocity -- the speed at which data is processed using real-time analysis 2. Variation -- has many types of data 3. Volume -- is as large as 100T 4. Veracity -- the truth and accuracy of the data 5. Value -- has value for the business,5,5,5,5,5
std-uas-1784,64,uas-9,uas,"Big data criteria are: Velocity: data can be processed quickly approaching real-time because it is connected to a special function that immediately processes data after it is entered Variability: data has various forms, not limited to writing and graphics, but also images, photos, audio, video, and so on. Volume: the size of the data is large and the amount is large so that it requires a large storage space Value: data has a special meaning that is interconnected Veracity: data can be trusted and protected",5,5,5,5,5
std-uas-1785,65,uas-9,uas,"1. Volume Is the quantity of data volume generated and stored. The size of the data determines the value and potential for insight, and whether it can be considered big data or not. 2. Velocity is the very high growth of data and tends to be real time. Data can be accessed at a very fast speed so that it can be used directly at that very second in real time. One of the proofs is the existence of an online operating system based on Microsoft Silverlight, web-based office applications such as Office365, cloud storage such as Dropbox and GDrive. 3. Veracity Veracity concerns the validity of data and whether it can be trusted or not. With the many forms of data, the truth about information becomes less controlled. Big data with analysis technology helps us to be able to work with the data through the results of the analysis, because the larger the volume of data, the less accurate the data will be. 4. Variety Variety or type of data, Variety refers to the storage of various files such as JPEG, MKV, AVI, DOCX, APK, ISO, and so on in one place. If arranged into a database, it will produce an unstructured database so that access to the file will be slow. With big data, we can group all types of data into a more structured database. 5. Value Value refers to the value of data. The value of data determines the decisions we make after processing all the data. Without knowing the value of data, we will have difficulty or even make mistakes in taking the next step.",5,5,5,5,5
std-uas-1786,66,uas-9,uas,1. Data is usually very diverse 2. The data model is uncertain 3. The data size is very large 4. Data is usually not well organized 5. Can be used for various needs,5,2,5,5,5
std-uas-1787,67,uas-9,uas,"- Big data has a variety of data variations, it can be in the form of pdf, word, mp4, mp3, and many more. - Big data has a very large amount of data so that it will require large data storage - Big data has a fast data flow, because it comes from anywhere and then the data obtained will be distributed - Big data has a real-time nature, namely data obtained at that time can be directly viewed by end users after the data is obtained - Big data also tends to be difficult to handle because the incoming data varies greatly",5,2,5,5,5
std-uas-1788,68,uas-9,uas,"Data can be called Big Data if it meets 5 criteria commonly referred to as 5V, namely: 1. Variety Big data variation refers to structured, unstructured, and semi-structured data collected from various sources in the form of emails, PDFs, photos, videos, audio, SM posts, and others. Variety is one of the important characteristics of big data. 2. Velocity Velocity refers to the speed at which data is created in real-time. Consists of the rate of change, connecting incoming data sets at different speeds, and bursts of activity. 3. Volume Volume is the amount of data and as one of the characteristics of big data. Big data shows the very large volume of data generated every day from various sources such as social media platforms, business processes, machines, networks, human interactions, and others. A large amount of data is stored in a data warehouse. 4. Varicity Varicity concerns the validity of data. with many forms of data, the truth about information becomes less controlled. Big data with analysis technology helps us to be able to work with the data through the results of the analysis, because the greater the volume of data, the less accurate the data will be. 5. Value The value of a data determines the decision we make after processing all the data. It is very important to know the value of a data. Without knowing the value of a data, it will be difficult or even wrong in taking the next step. Utilizing the right data value will make activities more efficient.",5,5,5,5,5
std-uas-1789,69,uas-9,uas,- Volume: the amount of Big Data that continues to grow and is continuously produced every day - Velocity: the speed of growth or increase in Big Data that cannot be controlled so that it is difficult for us to process the data with conventional technology - Variety: the various types of data available in Big Data - Vericity: how accurate the data is - Value: the value of data,5,5,5,5,5
std-uas-1790,70,uas-9,uas,5 criteria of big data: 1. The amount is very large in volume. 2. Data growth is very fast velocity. 3. The form or format of the data is diverse. 4. The data taken must be correct and accurate validity. 5. Big data has vulnerabilities in terms of accuracy and validity veracity.,5,5,5,5,5
std-uas-1791,71,uas-9,uas,"1. Volume of data 2. Veracity, accuracy and how reliable the data is 3. Velocity, the speed at which data can be accessed and utilized at that time or in real-time 4. Value, the value of data because a lot of data does not necessarily have a high value, so it depends on how the data is utilized 5. Variety, the diversity of data and its variations such as structured, semi-structured, unstructured",5,5,5,5,5
std-uas-1792,72,uas-9,uas,"5 criteria or characteristics of Big data are 5 V, namely: Variation. Big data variation means various structured, unstructured, or semi-structured data collected from various sources. Such as PDF, email, photos, videos, audio, numbers, and others Velocity or speed. Big Data is generally data that is created in real time Volume, according to the name BIG Data, the volume of big data itself is very large because it can be said to be like a data warehouse. Value, this big data can only function and be useful if it has been processed into a value Veracity, meaning that this big data is guaranteed to be true and accurate.",5,5,5,5,5
std-uas-1793,73,uas-9,uas,"1. Volume, the data being analyzed is large 2. Variety, the data is diverse, can be structured data or unstructured data 3. Velocity, refers to the speed of data that continues to grow and increase so that it cannot be controlled with conventional technology 4. Validity, the data taken is correct and accurate data as desired 5. Veracity, refers to data inconsistencies that can occur at any time",5,5,5,5,5
std-uas-1794,74,uas-9,uas,"Volume. In the era of IoT Internet of Things, data is generated not only by humans, but also by machines. Human and network interactions in systems such as social media make the data that must be analyzed very large. Variety. Refers to the heterogeneity of the diversity of data sources, both structured and unstructured data. Starting from the form of spreadsheets and databases, to the present day it is available in the form of email, photos, videos, audio, and others. Velocity. Covers the speed at which data moves in such as from business processes, machines, social media networks, electronic devices, and others. The flow of data becomes very large and continuous. Validity. The data taken must be correct and accurate according to what is to be used. Valid data is one of the keys to making the right decisions. Veracity. Refers to data inconsistencies that can occur at any time, thus inhibiting the process of processing and managing data effectively.",5,5,5,5,5
std-uas-1795,75,uas-9,uas,"5 V volume, variety, velocity, veracity, and value. Volume means that data can be categorized as big data if it has a large size, so that it requires a very large disk space. Variety means that data can be called big data if it has various characteristics and is not homogeneous, but has many variables and is very diverse including various types of data, both data that has been structured in a database and data that is not organized in a database. Velocity means that big data has characteristics that change very quickly both in terms of variables and data types. With these characteristics, a special touch is needed in processing big data. Veracity means that big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. Value means that big data has a very high value if processed in an appropriate way.",5,5,5,5,5
std-uas-1796,76,uas-9,uas,"Volume Data size: Is the quantity of data volume generated and stored. Data size determines the value and potential for insight, and whether it can be considered big data or not. Velocity Data speed: Velocity Speed ​​refers to the speed of data movement and data arrangement. Big data is able to process and analyze data while it is being used without having to be placed in a database. Variety Data type: Variety refers to storing various files such as JPEG, MKV, AVI, DOCX, APK, ISO, and so on in one place. If arranged into a database, it will produce an unstructured database so that access to the file will be slow. With big data, we can group all types of data into a more structured database. Varicity Data truth: Varicity concerns the validity of data and whether it can be trusted or not. With the many forms of data, the truth about information becomes less controlled. Big data with analysis technology helps us to be able to work with the data through the results of the analysis, because the larger the volume of data, the less accurate the data will be. Value Data value: Value refers to the value of data. The value of data determines the decisions we make after processing all the data. Without knowing the value of data, we will have difficulty or even make mistakes in taking the next steps.",5,5,5,5,5
std-uas-1797,77,uas-9,uas,"Variety: Big data consists of structured, unstructured, and semi-structured data obtained from various sources. Velocity: Big data has a fast data change rate due to bursts of activity and differences in data collection speed. Volume: Big data has a large volume of data that is generated from various sources at any time. Value: Big data has a high value if processed and packaged in the right way so that the data results are valuable or meaningful. The data obtained can be very important in an analysis for the benefit of a company, institution, or individual. Veracity: Big data has a very vulnerable side of accuracy and validity. This makes big data require deeper analysis in order to produce the right data.",5,5,5,5,5
std-uas-1798,78,uas-9,uas,Volume: the size of a data Velocity: the very rapid addition of data in a relatively short time Variety: the amount of data available Varicity: the validity of data to be trusted or not Value: the value of data in determining a decision after processing all the data,5,5,5,5,5
std-uas-1799,79,uas-9,uas,"a. Variety refers to structured, unstructured, and semi-structured data collected from various sources. It can be video, photo, audio, pdf, etc. b. Velocity refers to when data is created in real time. Collecting incoming data at varying speeds. c. Volume indicates the size of the data that is very large and is generated every day from various sources and then stored in a data warehouse. d. Value indicates that Big Data has a very high value if analyzed and processed in the right way. e. Veracity, namely Big Data has validity and vulnerability, so it requires proper decision analysis.",5,5,5,5,5
std-uas-1800,80,uas-9,uas,1. The data is complex 2. The data is unstructured 3. The data requires a lot of storage 4. The data is more difficult to protect and manage 5. The nature of the data is distributed,5,1,4,5,4
std-uas-1801,81,uas-9,uas,"Volume: This data is very large, usually up to terabytes. Velocity: Data is processed at a speed fast enough that it can be completed in minutes. Variety: Data from BigData has many variations. Value: Low data value density, some data in big data is useless and the rest is useful. Veracity: The value of commercial value is very high.",5,5,5,5,5
std-uas-1802,82,uas-9,uas,"The collection of data is very large in size and volume. The data consists of various types and variations of unstructured variety: audio, jpg, png, txt, video. email or structured: name, phone number, transaction date, credit card number. The data can be known where it comes from or the truth of the veracity. The data has value in the future. The data has the speed of data change, namely real time or bach velocity.",5,5,5,5,5
std-uas-1803,83,uas-9,uas,"Big Data Volume is a very large amount of data generated every day from various sources such as social media platforms, business processes, machines, networks, etc. The data will then be stored in a data warehouse. VELOCITY The speed at which data is created in real-time. It consists of the rate of change, connecting incoming data sets at different speeds, and bursts of activity. VARIETY Big Data Variation refers to structured, unstructured, and semi-structured data collected from various sources. In the past, data could only be collected through databases, excel spreadsheets. However, now the form of data varies. It can be from email, PDF, photos, videos, audio, SM posts, etc. Various and not homogeneous. VERACITY Big Data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze Big Data in order to produce the right decisions. VALUE Big Data has a very high value if processed in the right way.",5,5,5,5,5
std-uas-1804,84,uas-9,uas,"1. Volume The large size of big data because it comes from various sources 2. Velocity The speed of data when created in real time 3. Variety Various forms of data such as email, PDF, photos, audio, video, social media posts, etc. 4. Veracity Has vulnerabilities in terms of accuracy and validity. Requires in-depth analysis in order to produce the right decision 5. Value Has high value if processed properly",5,5,5,5,5
std-uas-1805,85,uas-9,uas,"VOLUME. Big Data is a very large amount of data generated every day from various sources such as social media platforms, business processes, machines, networks, human interactions, etc. Large amounts of data are stored in data warehouses. VELOCITY. Velocity refers to the speed at which data is created in real-time. In a broader perspective, it consists of the rate of change, connecting incoming data sets at different speeds, and the presence of bursts of activity. VARIETY. The variety of Big Data refers to structured, unstructured, and semi-structured data collected from various sources. In the past, data could only be collected through databases, excel spreadsheets. Now, the form of data varies. It can be from email, PDF, photos, videos, audio, SM posts, etc. Various and not homogeneous. VERACITY. Big Data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze Big Data in order to produce the right decisions. VALUE. Big Data has a very high value if processed in the right way.",5,5,5,5,5
std-uas-1806,86,uas-9,uas,"volume: the existing data is a collection of large data or a collection of data that is added together and then becomes large in size. variety: data has many types and variations in its format unstructured: audio, jpg, png, txt, video. email or structured: name, phone number, transaction date, credit card number value: data that has good value in the future if processed properly velocity: data that has data changes with a fast process, and is produced in real time batch Veracity: the data is accurate, predictable and reliable data",5,5,5,5,5
std-uas-1807,87,uas-9,uas,"Volume aspect: If the data is a large data collection, the data collection that is added together becomes large in size Variety aspect: data has many types and variations unstructured: audio, jpg, png, txt, video. email or structured: name, phone number, transaction date, credit card number Value aspect: Data has good value for now and the future Velocity aspect: data has fast data changes and processes, and is produced in real time batch Veracity aspect: the data is accurate and predictable data and can be linked to each other and form mathematical patterns with previous data",5,5,5,5,5
std-uas-1808,88,uas-9,uas,"Data Volume is called Big Data if it has a large size and is generated every day from various sources Velocity platform Data speed is created in real time and consists of levels of change, data sets that come in at different speeds and bursts of activity Veracity Big Data has vulnerabilities in terms of accuracy and validity so it needs to be analyzed more deeply Variety Data is called Big Data if it has various and dissimilar characteristics. This refers to structured, semi-structured, and unstructured data obtained from various sources. Value Big Data has a high value if it is processed properly",5,5,5,5,5
std-uas-1809,89,uas-9,uas,"Velocity: Velocity refers to the speed of growth or addition of big data that cannot be controlled so that it is difficult for us to process the data with conventional technology. Volume: usually the size of the data managed can reach TB terabytes. In addition, data growth also occurs rapidly so that data increases in very large quantities. Variation: Big Data Variation refers to structured, unstructured, and semi-structured data collected from various sources. In the past, data could only be collected from spreadsheets and databases, now data comes in various forms such as email, PDF, photos, videos, audio, SM posts, and many more. Veracity: a characteristic that relates to the accuracy of the data owned. Is the quality of the data in accordance with what we want? Trust in the data owned Value: a characteristic that can transform the data into a business potential.",5,5,5,5,5
std-uas-1810,90,uas-9,uas,- Variety Big data has a lot of data variations because the data is also a lot - Velocity Big data has characteristics that change very quickly both in terms of variables and data types - Veracity Big data requires in-depth analysis in order to produce high accuracy - Volume Big data has a very large size - Value Big data has a very high value if processed in the right way,5,5,5,5,5
std-uas-1811,91,uas-9,uas,"Volume refers to the amount of big data generated every second. Velocity data can be accessed at a very fast speed. Variety big data has various power characteristics, both structured and unstructured data. Veracity has vulnerabilities in terms of accuracy and validity, so it requires in-depth data analysis to make the right decision. Value has a very high value if processed properly.",5,5,5,5,5
std-uas-1812,92,uas-9,uas,Velocity -How quickly the collected data can be sent to the system for processing Variety -The variety of types of data collected Veracity -The level of accuracy and quality of the data received Value -The quality and weight of the data received and that can be used Volume -The amount of relevant data collected into one,5,5,5,5,5
std-uas-1813,93,uas-9,uas,"volume: the size of the data processed is very large at any time velocity: the speed of data transfer is very fast per second variety: the types of data are varied such as audio, video, images varicity: data can be said to be valid or not value: the value of the data determines the decision taken",5,5,5,5,5
std-uas-1814,94,uas-9,uas,"There are 5 characteristics in big data 5V 1. Volume, namely data can be categorized in big data if it has a large size or allows it to grow very quickly. 2. Variety, namely the data has various characteristics and is not homogeneous. 3. Velocity, namely big data has characteristics that change very quickly both in terms of variables and data types. 4. Veracity means big data has vulnerabilities in terms of accuracy and validity so that it requires depth in analyzing. 5. Value means big data has a very high value if processed in an appropriate manner.",5,5,5,5,5
std-uas-1815,95,uas-9,uas,"Velocity: Adding data quickly and briefly Volume: the size of data in a system or program Value: the value of data that can be accessed Veracity: data that can be accessed, data that is trusted and verified Variety: various types of data such as structured and unstructured data",5,5,5,5,5
std-uas-1816,96,uas-9,uas,- Variety is collected from several sources - Velocity is the speed at which data is created in real time - The volume of data indicates large data - The value will be very high when processed properly - Veracity is the need for in-depth analysis,5,5,5,5,5
std-uas-1817,97,uas-9,uas,"1. Variation is big data has various characteristics and is not the same, it can be structured, semi-structured, and unstructured data. 2. Velocity is big data is made in real time. 3. Volume is big data has a large volume. 4. Veracity is big data has vulnerability. 5. Value means big data has a very high value.",5,5,5,5,5
std-uas-1818,98,uas-9,uas,"1. Volume: As the name suggests, Big Data requires a large volume of capacity to accommodate data, perform analysis, and store the results of the data analysis. 2. Velocity: Because of the large amount of data being analyzed, the speed of receiving and sending data, and analyzing data is very important. Companies need a fast data network so that it can be used as quickly as possible. 3. Variety: Data collected in Big Data comes from various sources, so it has various forms. 4. Veracity: The data collected must first be analyzed to ensure whether the data is accurate and/or has value. 5. Value: After the data is analyzed, the data is then transformed into a form that can be used and thus determines the value of the data.",5,5,5,5,5
std-uas-1819,99,uas-9,uas,volume: has a large size velocity: data changes quickly variety: data is not homogeneous or the same veracity: vulnerable in terms of accuracy Value: has a high value,5,5,5,5,5
std-uas-1820,100,uas-9,uas,"Data must meet 5V: volume, velocity, variety, veracity, and value. Volume means that data must be in large sizes. Velocity or data processing speed, currently can be done in seconds or called real-time. Variety or the number of variations of data and data sources processed, whether structured, semi-structured, or unstructured. Veracity or the quality of the actuality of the data. Value or the description of the value of the data that can be concluded by the program.",5,5,5,5,5
std-uas-1821,101,uas-9,uas,"In general, big data has 5 characteristics, namely: 1. Volume -- the data produced every second is very large and measures up to thousands of TB 2. Velocity -- data can be accessed in a very short time and can usually be used in real time 3. Variety -- the data has diverse and non-homogeneous characteristics, both structured and unstructured, for example data from photos, videos, audio, and social media posts 4. Veracity -- the data has low accuracy and validity so that special depth and skills are needed to analyze it 5. Value -- The data has value after being analyzed",5,5,5,5,5
std-uas-1822,102,uas-9,uas,1. Here the data is Unstructured or Semi Structured data 2.The size is more than the traditional data size 3. Here the data are distributed 4. It is difficult to handle the data 5. High system configuration is required to process the data,5,3,5,5,5
std-uas-1823,103,uas-9,uas,"Volume means that data can be categorized as big data if it has a large size or is possible to grow very quickly so that it requires a very large disk space. Variety means that data can be called big data if it has various characteristics and is not homogeneous, but has many variables and is very diverse including various types of data, both data that has been structured in a database and data that is not organized in a database. Velocity means that big data has characteristics that change very quickly both in terms of variables and data types. With these characteristics, a special touch is needed in processing big data. Veracity means that big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. Value means that big data has a very high value if processed in an appropriate manner.",5,5,5,5,5
std-uas-1824,104,uas-9,uas,"Variation: big data refers to structured, semi-structured, and unstructured data collected from many sources. Velocity: the speed at which data is created in real time. Volume: big data is data with a very large volume obtained from various sources. Veracity: big data is vulnerable to accuracy and validity, so further analysis of the big data is needed to obtain the right data. Value: in analyzing big data, value is needed and produced from each data. Big data has high value if processed properly.",5,5,5,5,5
std-uas-1825,105,uas-9,uas,"Volume: Big data is large data that is generated every day from various sources and stored in a data warehouse. Velocity: Big data is created at a high speed and incoming data sets are connected at a high speed. Variety: Unlike traditional data, big data varies from structured, semi-structured, to unstructured data collected from various sources. Veracity: This criterion refers to the vulnerability in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. Value: Big data has a very high value if processed in the right way.",5,5,5,5,5
std-uas-1826,106,uas-9,uas,"1. Variety Big Data variety refers to structured, unstructured, and semi-structured data collected from various sources. In the past, data could only be collected from spreadsheets and databases, now data comes in various forms such as emails, PDFs, photos, videos, audios, SM posts, and more. Variety is one of the important characteristics of Big Data 2. Velocity Velocity basically refers to the speed at which data is created in real time. In a broader perspective, it consists of the rate of change, connecting incoming data sets at different speeds, and bursts of activity 3. Volume Volume is one of the characteristics of Big Data. We already know that Big Data indicates a very large volume of data generated every day from various sources such as social media platforms, business processes, machines, networks, human interactions, etc. A large amount of data is stored in data warehouses. These are the characteristics of Big Data 4. Varicity Veracity means that big data has vulnerabilities in terms of accuracy and validity so that it requires depth to analyze big data in order to produce the right decisions. Meanwhile, value means that big data has a very high value if processed in an appropriate manner. 5. Value The value of a data determines the decisions we make after processing all the data. In the business world, it is very important to know the value of a data. Without knowing the value of a data, we will have difficulty or even make mistakes in taking the next step. Utilizing the right data value will make the business more efficient.",5,5,5,5,5
